person_id,gender,gender_confidence,generation,anomalies,total_relations,outgoing_relations,incoming_relations,unique_relation_types,num_parents,num_children,fatherOf,grandfatherOf,greatGrandfatherOf,daughterOf_incoming,granddaughterOf_incoming,grandsonOf_incoming,greatGranddaughterOf_incoming,greatGrandsonOf_incoming,sisterOf,daughterOf,granddaughterOf,motherOf,grandmotherOf,greatGrandmotherOf,auntOf,fatherOf_incoming,motherOf_incoming,grandmotherOf_incoming,grandfatherOf_incoming,brotherOf_incoming,nephewOf_incoming,brotherOf,sonOf,grandsonOf,greatGrandsonOf,nephewOf,sisterOf_incoming,greatGrandmotherOf_incoming,greatGrandfatherOf_incoming,sonOf_incoming,auntOf_incoming,greatUncleOf_incoming,girlFirstCousinOnceRemovedOf,greatGranddaughterOf,nieceOf,secondUncleOf_incoming,uncleOf_incoming,boyCousinOf,boyFirstCousinOnceRemovedOf,boyCousinOf_incoming,secondAuntOf_incoming,secondAuntOf,girlCousinOf,girlCousinOf_incoming,boyFirstCousinOnceRemovedOf_incoming,greatAuntOf_incoming,girlFirstCousinOnceRemovedOf_incoming,greatAuntOf,nieceOf_incoming,uncleOf,greatUncleOf,secondUncleOf,boySecondCousinOf,girlSecondCousinOf_incoming,boySecondCousinOf_incoming,girlSecondCousinOf,has_anomalies,num_anomalies,anomaly_list
vanessa141,F,1.0,0,[],2,1,1,2,0,1,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
christian689,M,0.75,0,[],16,8,8,6,0,4,4.0,4.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
florian1037,M,0.6363636363636364,2,[],37,19,18,12,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,2.0,,,,,,False,0,
anastasia769,F,0.5714285714285714,1,[],33,16,17,15,2,2,,,,1.0,,,,,4.0,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,,,1.0,1.0,,,,1.0,,,,,1.0,,2.0,2.0,1.0,2.0,,,,2.0,,,,,,,,False,0,
samuel412,M,0.75,1,[],19,12,7,8,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,,,,,,False,0,
simon54,M,0.6666666666666666,0,[],23,12,11,10,0,1,1.0,6.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,,1.0,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
johanna756,F,1.0,0,[],10,6,4,6,0,2,,,,,,1.0,2.0,1.0,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
moritz663,M,0.75,1,[],19,9,10,8,2,3,3.0,2.0,3.0,,2.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
magdalena685,F,1.0,0,[],18,11,7,6,0,4,,,,,3.0,2.0,,2.0,,,,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sofia502,F,0.75,1,[],22,11,11,10,2,1,,,,1.0,2.0,1.0,,,2.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,False,0,
maria295,F,0.625,1,[],41,20,21,20,2,1,,,,,,,,,3.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,2.0,1.0,3.0,,,4.0,4.0,,1.0,,,2.0,,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,False,0,
raphael548,M,0.6666666666666666,1,[],8,4,4,6,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,False,0,
paula926,F,1.0,0,[],20,11,9,7,0,2,,,,,2.0,1.0,1.0,5.0,,,,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leonie1016,F,0.6428571428571429,1,[],34,16,18,18,2,0,,,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,3.0,2.0,4.0,1.0,4.0,,,1.0,2.0,,3.0,2.0,,1.0,,,,,,,,,,,False,0,
oliver668,M,1.0,0,[],12,6,6,7,0,1,1.0,3.0,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
tobias281,M,0.75,1,[],10,5,5,6,2,1,1.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marie1103,F,1.0,0,[],7,4,3,5,0,1,,,,,,1.0,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leon427,M,0.5714285714285714,1,[],15,7,8,10,2,1,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
rene367,M,1.0,0,[],14,7,7,7,0,1,1.0,2.0,4.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
beate996,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
emil380,M,1.0,0,[],6,3,3,5,0,1,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
matthias323,M,0.6666666666666666,0,[],22,11,11,8,0,1,1.0,5.0,5.0,1.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
katharina584,F,0.75,0,[],15,7,8,8,0,1,,,,1.0,3.0,1.0,,2.0,,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
julian732,M,0.6428571428571429,2,[],34,17,17,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,,1.0,1.0,,2.0,,,,,,1.0,2.0,,1.0,,,,1.0,,,1.0,,,2.0,1.0,1.0,,,,,False,0,
hannah291,F,0.6363636363636364,1,[],38,20,18,12,2,1,,,,1.0,,,,,4.0,2.0,4.0,1.0,,,6.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,3.0,,,,,,,,False,0,
marlene1132,F,1.0,0,[],5,3,2,4,0,1,,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
olivia0,F,0.6,0,[],39,20,19,16,0,2,,,,1.0,,,,,4.0,2.0,4.0,2.0,,,,,,2.0,2.0,2.0,,,,,,,2.0,,,2.0,2.0,,,,3.0,,1.0,,,2.0,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,False,0,
katharina617,F,0.6153846153846154,2,[],39,19,20,17,2,0,,,,,,,,,3.0,2.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,,2.0,,,,,,3.0,1.0,1.0,,,,,2.0,2.0,,2.0,,,1.0,,,3.0,2.0,,1.0,,,1.0,,,,,,,,False,0,
matthias270,Conflict,0.5,1,['gender_conflict'],30,14,16,16,2,1,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,4.0,2.0,,2.0,2.0,,1.0,,,,,,1.0,3.0,,2.0,,,,1.0,,2.0,,,,,,,,,,,True,1,gender_conflict
david387,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
lorenz1118,M,0.6666666666666666,0,[],20,10,10,8,0,2,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leo1304,M,0.6,1,[],29,13,16,21,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,,3.0,3.0,,,False,0,
elias6,M,0.6,1,[],41,19,22,21,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,,2.0,1.0,,,,2.0,2.0,,3.0,,1.0,,,,,2.0,,,,,,,2.0,1.0,1.0,,False,0,
tobias941,M,0.6153846153846154,2,[],36,18,18,19,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,,3.0,1.0,4.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,False,0,
lea618,F,0.5714285714285714,2,[],39,19,20,18,2,1,,,,,,,,,3.0,2.0,4.0,1.0,,,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,3.0,1.0,1.0,1.0,,,,2.0,2.0,,2.0,,,1.0,,,3.0,2.0,,1.0,,,1.0,,,,,,,,False,0,
paula881,F,0.6428571428571429,1,[],26,14,12,15,2,3,,,,,,,,,1.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,3.0,,2.0,,,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,False,0,
leonie1146,F,0.75,1,[],13,7,6,9,2,2,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
benjamin200,M,1.0,0,[],6,3,3,4,0,1,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
karin911,F,0.625,2,[],37,18,19,20,2,1,,,,,,,,,1.0,1.0,4.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,,2.0,2.0,,1.0,,,2.0,,3.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,False,0,
valerie963,F,1.0,0,[],15,9,6,6,0,3,,,,,1.0,3.0,,2.0,,,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marko48,M,0.6666666666666666,0,[],6,3,3,5,0,1,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lea1254,F,1.0,0,[],1,1,0,1,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
valerie1067,F,0.5384615384615384,2,[],36,18,18,17,2,1,,,,,,,,,3.0,1.0,4.0,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,2.0,2.0,2.0,,,1.0,,4.0,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,False,0,
johanna389,F,1.0,0,[],5,2,3,4,0,1,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
tobias600,M,1.0,0,[],4,2,2,4,0,1,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
karin613,F,0.5714285714285714,2,[],38,18,20,18,2,1,,,,1.0,,,,,3.0,2.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,3.0,1.0,1.0,1.0,,,,2.0,2.0,,2.0,,,1.0,,,3.0,2.0,,1.0,,,,,,,,,,,False,0,
jan1062,M,0.6363636363636364,2,[],38,18,20,15,2,2,2.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,,,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,False,0,
nora721,F,1.0,0,[],2,1,1,2,0,1,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
nora766,F,0.7,1,[],27,16,11,13,2,2,,,,,,2.0,,1.0,1.0,1.0,,2.0,2.0,1.0,5.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,False,0,
fabian433,Conflict,0.5,1,['gender_conflict'],23,10,13,14,2,1,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,4.0,1.0,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,1,gender_conflict
michael775,M,0.5625,2,[],38,18,20,21,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,,2.0,,,,,1.0,2.0,2.0,2.0,,1.0,,,2.0,,1.0,,,,,,,2.0,,2.0,,False,0,
marie113,F,1.0,0,[],19,9,10,8,0,1,,,,2.0,3.0,1.0,1.0,3.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
anastasia355,F,0.6666666666666666,0,[],8,4,4,6,0,1,,,,,1.0,,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luis727,M,1.0,0,[],10,5,5,6,0,1,1.0,2.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
tobias1011,M,1.0,0,[],3,3,0,1,0,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jonas61,M,0.75,0,[],21,10,11,9,0,2,2.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
david20,M,1.0,0,[],18,9,9,8,0,1,1.0,5.0,3.0,,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
emilia1308,F,1.0,0,[],18,10,8,7,0,2,,,,,1.0,2.0,2.0,3.0,,,,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jan1299,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
gabriel333,M,0.6666666666666666,0,[],3,1,2,3,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lina932,F,0.6363636363636364,1,[],27,13,14,15,2,1,,,,,,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,2.0,,,,,4.0,3.0,,3.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,False,0,
lisa90,F,0.6666666666666666,0,[],6,3,3,4,0,2,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
clara1182,F,1.0,0,[],3,2,1,3,0,1,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
stefan1158,M,0.6,1,[],19,10,9,12,2,2,2.0,2.0,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,False,0,
charlotte1256,F,1.0,0,[],4,2,2,4,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lena395,F,0.6666666666666666,0,[],27,14,13,10,0,3,,,,3.0,3.0,2.0,,2.0,2.0,2.0,,3.0,5.0,2.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jan168,M,0.6666666666666666,0,[],26,14,12,13,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,False,0,
michael939,M,0.5454545454545454,1,[],26,12,14,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,4.0,,4.0,,False,0,
sebastian1098,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
samuel463,M,0.6666666666666666,1,[],27,12,15,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,,,,3.0,1.0,,4.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,False,0,
david1072,M,0.6666666666666666,1,[],29,13,16,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,,2.0,2.0,,3.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,False,0,
elias149,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
marko317,M,0.6,1,[],23,11,12,7,2,4,4.0,5.0,,4.0,2.0,3.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
alexander1142,Conflict,0.5,2,['gender_conflict'],21,10,11,10,2,2,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,4.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
valerie369,F,0.6153846153846154,0,[],29,16,13,14,0,1,,,,1.0,,,,,4.0,2.0,2.0,1.0,,,1.0,,,1.0,1.0,3.0,1.0,,,,,,1.0,,,1.0,2.0,,,,3.0,,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,False,0,
gabriel1248,M,0.6923076923076923,2,[],33,16,17,17,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,,1.0,1.0,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,2.0,1.0,,,,,,False,0,
fabian608,M,0.5384615384615384,1,[],30,16,14,14,2,2,2.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,,,,,,False,0,
felix731,M,0.75,1,[],18,8,10,12,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,4.0,1.0,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,False,0,
michael312,M,0.6,1,[],41,20,21,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,4.0,,2.0,2.0,,3.0,,,,,,1.0,5.0,,1.0,,,,4.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,False,0,
victoria142,F,0.6,1,[],36,17,19,20,2,0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,2.0,1.0,2.0,4.0,4.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,1.0,,1.0,False,0,
elias302,M,1.0,0,[],6,3,3,4,0,2,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
dominik634,M,0.75,0,[],9,4,5,5,0,3,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
helga1238,F,0.6,1,[],21,10,11,9,2,3,,,,1.0,1.0,1.0,,4.0,,1.0,,3.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
valentin1282,M,1.0,0,[],4,2,2,2,0,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
adam306,M,0.75,0,[],27,13,14,9,0,1,1.0,5.0,7.0,1.0,4.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jonathan585,M,0.75,0,[],15,7,8,8,0,1,1.0,4.0,2.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marko1175,M,0.6666666666666666,1,[],13,7,6,9,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,False,0,
dominik882,M,0.5333333333333333,1,[],29,14,15,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,3.0,1.0,,,,1.0,,,,,,2.0,3.0,,1.0,,,,2.0,,,1.0,,2.0,3.0,,1.0,,,,,False,0,
angelina1002,F,0.6363636363636364,1,[],30,17,13,12,2,3,,,,2.0,,,,,1.0,1.0,2.0,3.0,,,5.0,1.0,1.0,1.0,1.0,,4.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,False,0,
lisa575,F,1.0,0,[],2,1,1,2,0,1,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
oliver988,M,0.6666666666666666,1,[],21,12,9,9,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,3.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,3.0,,,,,,False,0,
moritz768,M,0.6428571428571429,1,[],33,17,16,15,2,2,2.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,5.0,,2.0,,,,3.0,1.0,,3.0,,,,,4.0,,,,,False,0,
florian857,M,0.6428571428571429,1,[],30,13,17,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,4.0,2.0,,2.0,2.0,,1.0,3.0,,,,,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,False,0,
alina482,F,0.6666666666666666,0,[],8,4,4,5,0,2,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luisa915,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
helga553,F,0.75,0,[],5,2,3,5,0,1,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leo368,M,0.6,0,[],35,17,18,19,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,,2.0,,,,,False,0,
sarah776,F,0.5714285714285714,1,[],33,16,17,15,2,0,,,,,,,,,4.0,1.0,2.0,,,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,1.0,,2.0,2.0,1.0,2.0,,,,3.0,,,,,,,,False,0,
patrick675,M,0.75,1,[],10,6,4,8,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,False,0,
olivia1007,F,0.5833333333333334,1,[],37,18,19,16,2,2,,,,2.0,,,,,4.0,1.0,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,,,1.0,,,3.0,2.0,,,,,2.0,,,,,,,,False,0,
laura1201,F,1.0,0,[],21,11,10,7,0,1,,,,,3.0,2.0,4.0,1.0,,,,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
moritz459,M,0.7,0,[],35,19,16,15,0,1,1.0,1.0,,,1.0,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,5.0,1.0,,,,,,False,0,
florian1111,M,0.6666666666666666,0,[],14,7,7,7,0,1,1.0,1.0,5.0,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
larissa408,F,0.5625,2,[],41,19,22,20,2,0,,,,,,,,,1.0,2.0,4.0,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,2.0,2.0,,2.0,2.0,,4.0,3.0,,1.0,,,1.0,,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,False,0,
moritz758,M,0.8571428571428571,1,[],10,6,4,7,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,False,0,
michael192,M,0.75,0,[],21,10,11,9,0,2,2.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
